,MaterialNumber,SubstituteMaterialNumber,SubstitutionType
147819,NON21224,NON21334,Direct Cross
147820,NON21224,PRM21224,Direct Cross
147821,NON21224,PRM21420,Direct Cross
147822,NON21334,BXT441410,Direct Cross
147823,NON21334,KDL8043,Direct Cross
147824,NON21334,KDL8046,Direct Cross
147825,NON21334,NON21224,Direct Cross
147826,NON21334,NON21444,Direct Cross
147827,NON21334,PRM21444,Similar Cross
147828,NON21334,SWD8043,Direct Cross
147829,NON21420,BXT1806G,Similar Cross
147830,NON21420,DKL1212,Direct Cross
147831,NON21420,DKLC5119,Direct Cross
147832,NON21420,FBC34340210,Similar Cross
147833,NON21420,KDL1806,Direct Cross
147834,NON21420,KDL441204,Direct Cross
147835,NON21420,PRM21420,Direct Cross
147836,NON21420,PRM2208,Direct Cross
147837,NON21420,QTX31092,Direct Cross
147838,NON21420,SIN3352,Direct Cross
147839,NON21422,COV6132,Direct Cross
147840,NON21422,DKLC5129,Direct Cross
147841,NON21422,DYA3353CS,Class of Trade Cross
147842,NON21422,KDL1903,Direct Cross
147843,NON21422,KDL441208,Direct Cross
147844,NON21422,NON21424,Similar Cross
147845,NON21422,PRM3312,Class of Trade Cross
147846,NON21422,QTX30086,Direct Cross
147847,NON21424,BXT3033G,Similar Cross
147848,NON21424,CPEMSGZ4412S,Class of Trade Cross
147849,NON21424,DKL6412,Class of Trade Cross
147850,NON21424,DKLC5139,Direct Cross
147851,NON21424,DYA3343,Class of Trade Cross
147852,NON21424,DYA3354,Class of Trade Cross
147853,NON21424,KDL2438,Direct Cross
147854,NON21424,KDL2533CS,Direct Cross
147855,NON21424,KDL3033,Direct Cross
147856,NON21424,KDL442212,Direct Cross
147857,NON21424,KDL6939,Direct Cross
147858,NON21424,MAY3033CS,Direct Cross
147859,NON21424,MAY3967,Direct Cross
147860,NON21424,NON21422,Similar Cross
147861,NON21424,NON21426,Direct Cross
147862,NON21424,NON21448,Direct Cross
147863,NON21424,NON21842,Direct Cross
147864,NON21424,PRM21424,Direct Cross
147865,NON21424,PRM4412,Direct Cross
147866,NON21424,SIN3354,Direct Cross
147867,NON21425,BXT6318G,Direct Cross
147868,NON21425,DKL40810,Direct Cross
147869,NON21425,KDL2187,Direct Cross
147870,NON21425,KDL3968,Direct Cross
147871,NON21425,KDL6318,Direct Cross
147872,NON21425,NON21426,Direct Cross
147873,NON21426,APUSGZ54121,Direct Cross
147874,NON21426,BXT397110,Direct Cross
147875,NON21426,BXT6939G,Similar Cross
147876,NON21426,DER82410,Direct Cross
147877,NON21426,DKL41210,Direct Cross
147878,NON21426,DKL41210CS,Direct Cross
147879,NON21426,KDL2539,Class of Trade Cross
147880,NON21426,KDL3033,Direct Cross
147881,NON21426,KDL3967,Direct Cross
147882,NON21426,KDL6120,Direct Cross
147883,NON21426,KDL6939,Direct Cross
147884,NON21426,MAY6939,Direct Cross
147885,NON21426,NON21424,Direct Cross
147886,NON21426,NON21425,Direct Cross
147887,NON21426,NON21428,Similar Cross
147888,NON21426,PRM21426,Direct Cross
147889,NON21428,BXT7605G,Direct Cross
147890,NON21428,DKL41610,Direct Cross
147891,NON21428,KDL3973,Direct Cross
147892,NON21428,KDL6939,Direct Cross
147893,NON21428,KDL7605,Direct Cross
147894,NON21428,NON21426,Similar Cross
147895,NON21428,PRM21428,Direct Cross
147896,NON21430LF,ACGAG4416X10,Direct Cross
147897,NON21430LF,DKL4162XCS,Direct Cross
147898,NON21430LF,DMA6105,Direct Cross
147899,NON21430LF,KDL3305,Direct Cross
147900,NON21430LF,KDL7317,Direct Cross
147901,NON21430LF,KDL7317CS,Direct Cross
147902,NON21430LF,KDL7318,Direct Cross
147903,NON21430LF,NON21432LF,Similar Cross
147904,NON21430LF,NON21433,Similar Cross
147905,NON21430LF,NON25430,Similar Cross
147906,NON21430LF,PRM21430LF,Direct Cross
147907,NON21430LF,QTX30094,Similar Cross
147908,NON21430LF,SIN3354,Direct Cross
147909,NON21432LF,ACGAG8412X10,Direct Cross
147910,NON21432LF,DKL4822X,Direct Cross
147911,NON21432LF,KDL2979,Similar Cross
147912,NON21432LF,KDL441602,Direct Cross
147913,NON21432LF,KDL7318,Direct Cross
147914,NON21432LF,NON21430LF,Similar Cross
147915,NON21432LF,NON21438,Direct Cross
147916,NON21432LF,QTX103100,Direct Cross
147917,NON21432LF,QTX32121,Direct Cross
147918,NON21433,KDL7320,Similar Cross
147919,NON21433,NON21430LF,Similar Cross
147920,NON21433,SKR612244320,Direct Cross
147921,NON21438,COV441606,Direct Cross
147922,NON21438,DKL4882X,Direct Cross
147923,NON21438,KDL441604,Similar Cross
147924,NON21438,NON21432LF,Direct Cross
147925,NON21441,FBDNON21441,Direct Cross
147926,NON21441,KDL3157,Direct Cross
147927,NON21441,KDL8046,Class of Trade Cross
147928,NON21441,NON21442,Direct Cross
147929,NON21442,BXT2913G,Similar Cross
147930,NON21442,CUR21442,Similar Cross
147931,NON21442,DYA3349,Direct Cross
147932,NON21442,KDL2913,Direct Cross
147933,NON21442,MAY2913,Direct Cross
147934,NON21442,NON21441,Direct Cross
147935,NON21444,BIE774650,Direct Cross
147936,NON21444,BXT7084,Direct Cross
147937,NON21444,BXT8044G,Similar Cross
147938,NON21444,DMAA4440CS,Direct Cross
147939,NON21444,DMAA4440CS2,Direct Cross
147940,NON21444,IDN688044BX,Direct Cross
147941,NON21444,KDL2913,Direct Cross
147942,NON21444,KDL8044,Direct Cross
147943,NON21444,NON21334,Direct Cross
147944,NON21444,NON21446,Direct Cross
147945,NON21444,NON21449,Direct Cross
147946,NON21444,NON264442,Similar Cross
147947,NON21444,PRM21444,Direct Cross
147948,NON21444,SQS2913,Direct Cross
147949,NON21446,BXT441406,Direct Cross
147950,NON21446,BXT7084,Direct Cross
147951,NON21446,COV7083,Class of Trade Cross
147952,NON21446,KDL441405,Direct Cross
147953,NON21446,KDL7085,Direct Cross
147954,NON21446,MAY7084,Direct Cross
147955,NON21446,NON21444,Direct Cross
147956,NON21446,PRM4408,Similar Cross
147957,NON21448,BXT2187G,Direct Cross
147958,NON21448,DYA3342,Class of Trade Cross
147959,NON21448,KDL2187,Direct Cross
147960,NON21448,KDL2533CS,Direct Cross
147961,NON21448,NON21424,Direct Cross
147962,NON21448,PRM21448,Similar Cross
147963,NON21448,PRM4408,Similar Cross
147964,NON21449,DKL6125,Class of Trade Cross
147965,NON21449,KDL8045,Direct Cross
147966,NON21449,KDL8047,Direct Cross
147967,NON21449,NON21444,Direct Cross
147968,NON214495,KDL8045,Direct Cross
147969,NON214495,KDL8047,Direct Cross
147970,NON21450,CON48700000,Direct Cross
147971,NON21450,CUR21450NRB,Similar Cross
147972,NON21450,DKL5590,Class of Trade Cross
147973,NON21450,DYNDDRAINPACK,Direct Cross
147974,NON21450,FBDNON21450,Direct Cross
147975,NON21450,KDL7196D,Direct Cross
147976,NON21450,KDL9190A,Direct Cross
147977,NON21450,NON21450Z,Similar Cross
147978,NON21450,NON21451,Direct Cross
147979,NON21450,NON21453,Direct Cross
147980,NON21450,NON21454,Direct Cross
147981,NON21450,NONEX0023F,Similar Cross
147982,NON21450,NONEX0034,Direct Cross
147983,NON21450,PRM21450,Similar Cross
147984,NON21450Z,KDL7196D,Direct Cross
147985,NON21450Z,NON21450,Similar Cross
147986,NON21451,DER97159,Direct Cross
147987,NON21451,KDL8190A,Direct Cross
147988,NON21451,NON21450,Direct Cross
147989,NON21451,NON21452,Similar Cross
147990,NON21451,PRM21451,Value Cross
147991,NON21452,KDL6197D,Direct Cross
147992,NON21452,KDL8192A,Direct Cross
147993,NON21452,MAY6197D,Direct Cross
147994,NON21452,NON21451,Similar Cross
147995,NON21452,NON21456,Similar Cross
147996,NON21453,DKL5875,Class of Trade Cross
147997,NON21453,KDL7197D,Direct Cross
147998,NON21453,KDL9192A,Direct Cross
147999,NON21453,MAY9192A,Direct Cross
148000,NON21453,NON21450,Direct Cross
148001,NON21453,NON21454,Direct Cross
148002,NON21453,NONEX0046,Similar Cross
148003,NON21453,PRM21453,Direct Cross
148004,NON21453,PRM21454,Direct Cross
148005,NON21454,CON48720000,Direct Cross
148006,NON21454,CPEMSABD8X10,Direct Cross
148007,NON21454,DYNDDRAINPACK,Direct Cross
148008,NON21454,KDL6198D,Direct Cross
148009,NON21454,KDL7198D,Direct Cross
148010,NON21454,KDL9194,Direct Cross
148011,NON21454,KDL9194A,Direct Cross
148012,NON21454,MAY9194A,Direct Cross
148013,NON21454,NON21450,Direct Cross
148014,NON21454,NON21453,Direct Cross
148015,NON21454,NON21459,Similar Cross
148016,NON21454,NONEX0069,Similar Cross
148017,NON21454,NONEX0915,Similar Cross
148018,NON21454,PRM21454,Direct Cross
148019,NON21456,KDL8194A,Direct Cross
148020,NON21456,NON21452,Similar Cross
148021,NON21456,NON21457,Similar Cross
148022,NON21456,PRM21456,Value Cross
148023,NON21457,KDL30066,Direct Cross
148024,NON21457,NON21456,Similar Cross
148025,NON21459,CPEMSGZM00150,Class of Trade Cross
148026,NON21459,DKL1030TD,Direct Cross
148027,NON21459,DYA3531,Direct Cross
148028,NON21459,HHP3050,Class of Trade Cross
148029,NON21459,KDL68659,Direct Cross
148030,NON21459,NON21454,Similar Cross
148031,NON21459,NONEX1524,Direct Cross
148032,NON21459,QTX105143,Similar Cross
148033,NON21459,QTX32142,Similar Cross
148034,NON21600,ANT17576,Direct Cross
148035,NON21600,BXTCEYP22S,Direct Cross
148036,NON21600,DER82911,Direct Cross
148037,NON21600,DKL841,Direct Cross
148038,NON21600,DMAA1110,Direct Cross
148039,NON21600,DYA3360,Direct Cross
148040,NON21600,FBDNON21600,Direct Cross
148041,NON21600,NON21601,Direct Cross
148042,NON21601,A-Y1539BX,Direct Cross
148043,NON21601,BXTCEYP22S,Direct Cross
148044,NON21601,DER17570CS,Direct Cross
148045,NON21601,DMAA1111,Direct Cross
148046,NON21601,NON21600,Direct Cross
148047,NON216645,NON7911,Similar Cross
148048,NON21842,BIE718550,Direct Cross
148049,NON21842,DKL42110,Direct Cross
148050,NON21842,FBC34340810,Direct Cross
148051,NON21842,KDL2259,Direct Cross
148052,NON21842,MAY2259,Direct Cross
148053,NON21842,NON21424,Direct Cross
148054,NON21842,NPT14015CS,Similar Cross
148055,NON21842,QTX321502,Direct Cross
148056,NON21842,QTX32941,Direct Cross
148057,NON22360,ABW7633,Similar Cross
148058,NON22360,ABW7643,Direct Cross
148059,NON22360,ABW7644,Direct Cross
148060,NON22360,ABW8033,Similar Cross
148061,NON22360,ABW8044,Direct Cross
148062,NON22360,BIE123125,Similar Cross
148063,NON22360,BIE124825,Direct Cross
148064,NON22360,GOM950448,Direct Cross
148065,NON22360,KMP51448,Direct Cross
148066,NON22360,NPT7644,Direct Cross
148067,NON22360,QTX950336,Class of Trade Cross
148068,NON22360,QTX950436,Similar Cross
148069,NON22360,QTX950448,Direct Cross
148070,NON22365,ABW7645,Similar Cross
148071,NON22365,ABW8045,Similar Cross
148072,NON22365,KMP51454,Direct Cross
148073,NON22365,QTX950460,Class of Trade Cross
148074,NON22370,ABW760,Similar Cross
148075,NON22370,ABW7664,Direct Cross
148076,NON22370,ABW8064,Direct Cross
148077,NON22370,BIE126825,Direct Cross
148078,NON22370,GOM950648,Direct Cross
148079,NON22370,KMP51648,Direct Cross
148080,NON22370,QTX950636,Similar Cross
148081,NON22370,QTX950648,Direct Cross
148082,NON22375,ABW7665,Similar Cross
148083,NON22375,ABW7666,Direct Cross
148084,NON22375,ABW7686,Similar Cross
148085,NON22375,ABW8065,Similar Cross
148086,NON22375,ABW8066,Similar Cross
148087,NON22375,BIE126025,Similar Cross
148088,NON22375,DERGL641,Direct Cross
148089,NON22375,KMP51654,Direct Cross
148090,NON22375,LRI14823,Similar Cross
148091,NON22375,QTX950660,Direct Cross
148092,NON22375,QTX950672,Similar Cross
148093,NON22400,ABW7623,Similar Cross
148094,NON22400,ABW7723,Direct Cross
148095,NON22400,ABW7733,Similar Cross
148096,NON22400,ABW8023,Similar Cross
148097,NON22400,ABW8523,Direct Cross
148098,NON22400,ABW8533,Similar Cross
148099,NON22400,ABW86312,Class of Trade Cross
148100,NON22400,KMP52236,Direct Cross
148101,NON22400,QTX950236,Direct Cross
148102,NON22400,QTX960236,Direct Cross
148103,NON22400,QTX960336,Similar Cross
148104,NON22410,ABW7733,Similar Cross
148105,NON22410,ABW7743,Direct Cross
148106,NON22410,ABW7744,Direct Cross
148107,NON22410,ABW8543,Similar Cross
148108,NON22410,ABW8544,Direct Cross
148109,NON22410,BIE134825,Direct Cross
148110,NON22410,BIE136825,Direct Cross
148111,NON22410,IMP18123,Direct Cross
148112,NON22410,KMP52448,Direct Cross
148113,NON22410,QTX960436,Direct Cross
148114,NON22410,QTX960448,Direct Cross
148115,NON22410,QTX970436,Direct Cross
148116,NON22410,QTX970448,Direct Cross
148117,NON22415,ABW7745,Similar Cross
148118,NON22415,ABW8545,Similar Cross
148119,NON22415,KMP52454,Direct Cross
148120,NON22415,QTX960460,Similar Cross
148121,NON22420,ABW7764,Direct Cross
148122,NON22420,ABW8564,Direct Cross
148123,NON22420,DERGL600,Direct Cross
148124,NON22420,GOM960648,Direct Cross
148125,NON22420,KMP52648,Direct Cross
148126,NON22420,QTX960648,Direct Cross
148127,NON22420,QTX970648,Direct Cross
148128,NON22425,ABW7765,Similar Cross
148129,NON22425,ABW7766,Similar Cross
148130,NON22425,ABW8565,Similar Cross
148131,NON22425,ABW8566,Similar Cross
148132,NON22425,ABWABW3672,Similar Cross
148133,NON22425,BIE136025,Similar Cross
148134,NON22425,IMP018125,Similar Cross
148135,NON22425,IMP018126,Similar Cross
148136,NON22425,KMP52654,Direct Cross
148137,NON22425,QTX960654,Direct Cross
148138,NON22425,QTX960660,Direct Cross
148139,NON22425,QTX960672,Class of Trade Cross
148140,NON22425,QTX970660,Class of Trade Cross
148141,NON22425,QTX970672,Similar Cross
148142,NON22430,ABW3860,Similar Cross
148143,NON22430,ABW3872,Similar Cross
148144,NON22430,ABW7784,Direct Cross
148145,NON22430,ABW7786,Similar Cross
148146,NON22430,ABW8086,Similar Cross
148147,NON22430,ABW8586,Similar Cross
148148,NON22430,QTX950860,Similar Cross
148149,NON22430,QTX960848,Direct Cross
148150,NON22430,QTX960860,Direct Cross
148151,NON22520,ABW20630,Direct Cross
148152,NON22520,BXT1584,Direct Cross
148153,NON22530,ABW20838,Similar Cross
148154,NON22530,BXT1585,Similar Cross
148155,NON22530,K-C89811,Direct Cross
148156,NON22530,KMP53936,Direct Cross
148157,NON22530,QTX997709,Class of Trade Cross
148158,NON22530T,QTX997809,Class of Trade Cross
148159,NON22534,ABW21048,Similar Cross
148160,NON22534,ABW85509,Direct Cross
148161,NON22534,BIE151825,Direct Cross
148162,NON22534,BXT1586,Direct Cross
148163,NON22534,HTT2040979,Direct Cross
148164,NON22534,KMP53948,Direct Cross
148165,NON22534,QTX997709,Direct Cross
148166,NON22535,ABW21048,Class of Trade Cross
148167,NON22535,ABW85512,Direct Cross
148168,NON22535,BIE152825,Direct Cross
148169,NON22535,BXT1587,Direct Cross
148170,NON22535,IMP0195S9,Direct Cross
148171,NON22535,K-C89821,Direct Cross
148172,NON22535,KMP53128,Direct Cross
148173,NON22535,NON22535EZ,Direct Cross
148174,NON22535,QTX981654,Direct Cross
148175,NON22535,SMY1587,Direct Cross
148176,NON22535EZ,NON22535,Direct Cross
148177,NON22535T,QTX997812,Direct Cross
148178,NON22540,DERGL506,Direct Cross
148179,NON22540,KMP53148,Direct Cross
148180,NON22550,GOM981854,Direct Cross
148181,NON22550,QTX32617,Direct Cross
148182,NON22550,QTX941654,Direct Cross
148183,NON22550,QTX981854,Direct Cross
148184,NON22550T,GOM997816,Direct Cross
148185,NON22550T,QTX997816,Direct Cross
148186,NON22630,ABW8224,Similar Cross
148187,NON22630,ABW8234,Direct Cross
148188,NON22630,BIE0113425,Direct Cross
148189,NON22630,BIE1124NS25,Similar Cross
148190,NON22630,KMP543144,Direct Cross
148191,NON22630,QTX980024,Similar Cross
148192,NON22630,QTX980034,Direct Cross
148193,NON22630,QTX980035,Similar Cross
148194,NON22640,ABW8244,Direct Cross
148195,NON22640,BIE112425,Direct Cross
148196,NON22640,BIE114425,Direct Cross
148197,NON22640,BIE1144RG100,Similar Cross
148198,NON22640,GOM980044,Direct Cross
148199,NON22640,GOM980046,Similar Cross
148200,NON22640,KMP544144,Direct Cross
148201,NON22640,QTX980044,Direct Cross
148202,NON22640,QTX980045,Direct Cross
148203,NON22640,QTX980046,Similar Cross
148204,NON22660,ABW4064,Direct Cross
148205,NON22660,ABW8264CS,Direct Cross
148206,NON22660,ABW8284,Similar Cross
148207,NON22660,BIE116425,Direct Cross
148208,NON22660,BIE1164RG70,Direct Cross
148209,NON22660,BIE1165NS25,Similar Cross
148210,NON22660,BIE118525,Similar Cross
148211,NON22660,DPA4228,Similar Cross
148212,NON22660,GOM980066,Similar Cross
148213,NON22660,KMP546144,Direct Cross
148214,NON22660,QTX980063,Similar Cross
148215,NON22660,QTX980064,Direct Cross
148216,NON22660,QTX980066,Similar Cross
148217,NON22660,QTX980084,Similar Cross
148218,NON2300,DKL4415,Direct Cross
148219,NON2300,GHF9600,Direct Cross
148220,NON23319,GRM001,Similar Cross
148221,NON23319,GRM015,Direct Cross
148222,NON23319,GRM084,Direct Cross
148223,NON23319,GRM37239,Direct Cross
148224,NON23319,LPC913142,Direct Cross
148225,NON23319,LPC981514,Direct Cross
148226,NON23319,LPC982114,Direct Cross
148227,NON23319,NON24329,Similar Cross
148228,NON23319,TID916143,Direct Cross
148229,NON23321,LPC980980,Direct Cross
148230,NON23321,NON23325,Similar Cross
148231,NON23322,CCM056612,Direct Cross
148232,NON23322,GCBCBTP18200,Direct Cross
148233,NON23322,GCBGCBPR1200,Direct Cross
148234,NON23322,GRM016,Direct Cross
148235,NON23322,GRM078,Direct Cross
148236,NON23322,GRM42531,Direct Cross
148237,NON23322,GRM46844,Direct Cross
148238,NON23322,GRM70016N,Direct Cross
148239,NON23322,LPC981518,Direct Cross
148240,NON23322,LPCV913182,Direct Cross
148241,NON23322,LPCV980912,Direct Cross
148242,NON23322,NON23325,Direct Cross
148243,NON23322,NON24322,Direct Cross
148244,NON23322,SIN782040,Direct Cross
148245,NON23322,TID913182,Direct Cross
148246,NON23322,TID913183,Direct Cross
148247,NON23322,TID980912,Direct Cross
148248,NON23322,TID9810891,Class of Trade Cross
148249,NON23324,A-Y919570,Direct Cross
148250,NON23324,CIH000923914,Direct Cross
148251,NON23324,CIH002693598,Direct Cross
148252,NON23324,CIH007864790,Similar Cross
148253,NON23324,GCBGCBPR1200,Direct Cross
148254,NON23324,GRM002,Direct Cross
148255,NON23324,GRM080,Similar Cross
148256,NON23324,GRM081,Direct Cross
148257,NON23324,GRM085,Direct Cross
148258,NON23324,GRM37238,Direct Cross
148259,NON23324,GRM42529,Direct Cross
148260,NON23324,GRM46846,Direct Cross
148261,NON23324,GRM49005,Direct Cross
148262,NON23324,GRM50168,Direct Cross
148263,NON23324,GRM70072N,Similar Cross
148264,NON23324,LPC916218,Similar Cross
148265,NON23324,LPC981002,Direct Cross
148266,NON23324,LPC981418,Similar Cross
148267,NON23324,LPC982118,Direct Cross
148268,NON23324,LPCV981002,Direct Cross
148269,NON23324,NON24324,Direct Cross
148270,NON23324,TID916183,Direct Cross
148271,NON23324,TIDV916183,Direct Cross
148272,NON23325,GCBGCBPR1201,Direct Cross
148273,NON23325,GRM004,Direct Cross
148274,NON23325,GRM007,Direct Cross
148275,NON23325,GRM073,Similar Cross
148276,NON23325,GRM086,Direct Cross
148277,NON23325,GRM37236,Direct Cross
148278,NON23325,GRM42530,Direct Cross
148279,NON23325,GRM43659,Direct Cross
148280,NON23325,GRM46847,Direct Cross
148281,NON23325,GRM47344,Direct Cross
148282,NON23325,GRM50169,Direct Cross
148283,NON23325,LGSMMM86,Direct Cross
148284,NON23325,LPC916221,Similar Cross
148285,NON23325,LPC981421,Direct Cross
148286,NON23325,LPC981521,Class of Trade Cross
148287,NON23325,MIL18804,Class of Trade Cross
148288,NON23325,NON23321,Similar Cross
148289,NON23325,NON23322,Direct Cross
148290,NON23325,NON23326,Direct Cross
148291,NON23325,NON24324,Direct Cross
148292,NON23325,NON24325,Direct Cross
148293,NON23325,TID914243,Similar Cross
148294,NON23325,TID916213,Direct Cross
148295,NON23325,TID916213H,Direct Cross
148296,NON23325,TID981004,Direct Cross
148297,NON23325,TIDV916213,Direct Cross
148298,NON23325,TIDV981004,Direct Cross
148299,NON23326,GCBGCBPR1201,Direct Cross
148300,NON23326,GRM018,Direct Cross
148301,NON23326,GRM079,Direct Cross
148302,NON23326,GRM37236,Direct Cross
